Year,Month,Day,Time,Town / Village,Area,Occupation_x000D_(Where Relevant),Description,,Blwyddyn,Mis,Dydd,Amser,Tref / Pentref,Ardal,Galwediageth_x000D_(Lle'n Briodol ),Disgrifiad
2000,2,25,19:30,Newport,Gwent,-,Three objects/lights that were flickering on and off. They moved West and then moved to the South.,,2000,2,25,0.8125,Casnewydd,Gwent,-,Tri gwrthrych/golau a oedd yn fflicrio ymlaen ac i ffwrdd. Symudon nhw i'r Gorllewin ac yna symud i'r De.
2000,3,29,00:00,Welshpool,Powys,-,"Comet shaped and with about a one foot long flare, four to six times bigger than a star. Moving from East to North East.",,2000,3,29,0,Y Trallwng,Powys,-,"Siâp comed ac roedd fflêr tua throedfedd o hyd, pedair neu chwe gwaith yn fwy o faint na seren. Yn symud o'r Dwyrain i'r Gogledd-ddwyrain."
2000,4,13,20:23,Crosskeys,Gwent,-,One star shaped object. Moving West.,,2000,4,13,0.849305556,Crosskeys,Gwent,-,Un gwrthrych siâp seren. Yn symud tua'r Gorllewin.
2000,4,27,21:00,"A5104, Rhydtalog",Flintshire,-,One large white ball. It hovered and then disappeared.,,2000,4,27,0.875,"A5104, Rhydtalog",Fflint,-,Un bêl fawr wen. Hofrannodd ac yna diflannodd.
2000,7,21,00:10,Neath,West Glamorgan,-,"One object, like a malteser when held at arms length. Spherical and very bright. Orange, red, green and white colours on it. Pulsating.",,2000,7,21,0.006944444,Castell Nedd,Gorllewin Morgannwg,-,"Un gwrthrych, fel malteser o'i ddal ar hyd braich. Yn sfferaidd ac yn llachar iawn. Lliwiau oren, coch, gwyrdd a gwyn arni. Yn pwlsadu."
2000,8,1,15:30,Cardiff,Vale of Glamorgan,-,"One circular, silvery white disc. Was right above the witness and then shot off.",,2000,8,1,0.645833333,Caerdydd,Bro Morgannwg,-,"Un disg crwn, gwyn arianlliw. Roedd yn union uwchben y tyst ac yna saethodd i ffwrdd."
2000,8,26,20:30,Snowdonia Mountains,North Wales,-,"A large fireball/meteorite/piece of debris spotted over the mountains. It seemed to be flaming, rather than glowing.",,2000,8,26,0.854166667,Mynyddoedd Eryri,Gogledd Cymru,-,"Pêl fawr o dân/awyrfaen/darn o falurion a welwyd dros y mynyddoedd. Roedd fel peta'n fflamio, yn hytrach na thywynnu."
2000,9,2,02:30,Blackwood,Gwent,-,"Diamond shape, with three lights. One red and two white lights changing colour.",,2000,9,2,0.104166667,Coed Duon,Gwent,-,"Siâp diemwnt, gyda thri golau. Un golau coch a dau olau gwyn yn newid lliw."
2000,9,16,04:00,Shell Island,North Wales,-,"Triangular, stacked as plates, with triangular shaped windows with lights.",,2000,9,16,0.166666667,Ynys Cragen,Gogledd Cymru,-,"Yn drionglog, wedi eu pentyrru fel platiau, gyda ffenestri siâp trionglog gyda goleuadau."
2000,9,28,20:10,Rhuddlan nr Rhyl,Clwyd,Police Officer,Big explosion with an intense white light.,,2000,9,28,0.840277778,Rhuddlan ger Rhyl,Clwyd,Swyddog Heddlu,Ffrwydrad mawr gyda golau gwyn dwys.
2000,10,21,18:45,St Athan,South Glamorgan,-,Red light. Hovered.,,2000,10,21,0.78125,Sain Tathan,De Morgannwg,-,Golau coch. Hofrannodd.
2000,11,5,23:34,Pen Machno,West Glamorgan,-,"One large, round fireball. Very bright.",,2000,11,5,0.981944444,Pen Machno,Gorllewin Morgannwg,-,"Un bêl fawr, gron o dân. Llachar iawn."
2000,11,17,18:00,Taff's Well,South Glamorgan,-,Bright light in the sky.,,2000,11,17,0.75,Ffynnon Taf,De Morgannwg,-,Golau llachar yn yr awyr.
2000,11,23,18:30,Pontypridd,Mid Glamorgan,-,"One large, round light. Gold, then changed to red/amber. Changing from one side to the other.",,2000,11,23,0.770833333,Pontypridd,Morgannwg Ganol,-,"Un golau mawr, crwn. Yn euraid, yna newidiodd i goch/ambr. Yn newid o un ochr i'r llall."
2000,12,29,23:00,Pantymwyn,Flintshire,-,"Object, roundish shape, silvery white. Was quite low down and enormously bright.",,2000,12,29,0.958333333,Pantymwyn,Fflint,-,"Gwrthrych, siâp weddol crwn, gwyn arianlliw. Roedd yn eithaf isel ac yn syfrdanol o lachar."
2001,1,5,17:15,Ogwen Valley,North West Wales,-,"Like a shooting star, but with a burning tail. About the size of a military aircraft. It looked like it was heading towards the ground.",,2001,1,5,0.71875,"
Cwm Ogwen",De Orllewin Cymru,-,"Fel seren wib, gyda chynffon tanllyd. Tua maint awyren milwrol. Edrychodd fel petai'n anelu tuag at y llawr."
2001,2,4,04:00,-,South Wales,-,"Object was a tri-angle shape, like an inverted ice cream cone. The object disappeared down a country lane.",,2001,2,4,0.166666667,,De Cymru,-,"Gwrthrych a oedd yn siâp triongl, fel côn hufan iâ wyneb i waered. Diflannodd y gwrthrych i lawr lôn cefn gwlad."
2001,2,7,19:40,Caernarfon,North Wales,-,"It initially looked like a star. Looked like it was going to crash into the witness's house. Was a green colour, with red on the side.",,2001,2,7,0.819444444,Caernarfon,Gogledd Cymru,-,"Edrychodd fel seren i ddechrau. Edrychodd fel petai'n mynd i fwrw i mewn i dŷ'r tyst. Roedd ei liw yn wyrdd, gyda choch ar yr ochr."
2001,2,7,19:45,"Amlwch, Anglesey",North Wales,-,"One object, with a blue glow, which then turned green. It broke up and left smoke. It seemed very large.",,2001,2,7,0.822916667,"Amlwch, Ynys Môn",Gogledd Cymru,-,"Un gwrthrych, yn tywynnu'n las, a drodd yn wyrdd wedyn. Torrodd yn ddarnau a gadawodd fwg. Roedd yn fawr iawn yn ôl pob golwg."
2001,2,12,19:30,"Trehafod, Ponty Pridd",Mid-Glamorgan,-,One bright object. Looked star shaped. Rose fast in the sky and then disappeared.,,2001,2,12,0.8125,"Trehafod, Ponty Pridd",Morgannwg Ganol,-,Un gwrthrych llachar. Siâp seren ei olwg. Cododd yn gyflym yn yr awyr ac yna diflannodd.
2001,3,1,10:00,Holyhead,North Wales,-,Looked like a bright star. Had a pulsating red and green light. Was stationary and then moved off.,,2001,3,1,0.416666667,Caergybi,Gogledd Cymru,-,Edrychodd fel seren lachar. Roedd ganddi olau coch a gwyrdd a oedd yn pwlsadu. Roedd yn sefyll yn ei hunfan ac yna symud i ffwrdd.
2001,5,14,06:50,Rhonda Valley,Wales,-,One tennis ball sized object. Was round at the front and had a triangular back. Was rainbow coloured and very bright.,,2001,5,14,0.284722222,Bro Rhonda,Cymru,-,Un gwrthrych maint pêl tenis. Roedd yn grwn ar y blaen ac roedd yr ôl yn drionglog. Lliwiau'r enfys ac yn llachar iawn.
2001,6,25,21:00,Llanelli,Wales,-,"One large, disc shaped object. Black in colour. It then changed to oval shape. The object was moving fast to the West.",,2001,6,25,0.875,Llanelli,Cymru,-,"Un gwrthrych mawr, siâp disg. Du ei liw. Yna trodd i siâp hirgrwn. Roedd y gwrthrych yn symud yn gyflym tua'r Gorllewin."
2001,7,18,21:15,Milford Haven,South West Wales,-,"Eight star sized objects, with lights that were red, white, blue and yellow. Six were following two.",,2001,7,18,0.885416667,Aberdaugleddau,"
De Orllewin Cymru",-,"Wyth gwrthrych maint sêr, gyda goleuadau a oedd yn goch, gwyn, glas a melyn. Roedd chewch yn dilyn dau."
2001,8,4,00:40,Port Talbot,Wales,-,"Two large, shining golf ball like objects. They were moving in and out of the clouds.",,2001,8,4,0.027777778,Port Talbot,Cymru,-,"Dau wrthrych mawr, sgleiniog tebyg i beli golff. Roedden nhw'n symud i mewn ac allan o'r cymylau."
2001,8,16,21:30,Newport,Gwent,-,"One large, round shaped object. White and very bright. Moved fast upwards in the sky.",,2001,8,16,0.895833333,Casnewydd,Gwent,-,
2001,11,9,18:00,Welshpool,Powys,-,One triangular object with lights.,,2001,11,9,0.75,Y Trallwng,Powys,-,Un gwrthrych trionglog gyda goleuadau.
2001,11,26,11:20,Briton Ferry,West Glamorgan,-,"One silver object, long cylinder hanging from a parachute or balloon, drifting SE. It was very big and very high.",,2001,11,26,0.472222222,Llansawel,Gorllewin Morgannwg,-,"Un gwrthrych silindr, hir, arian yn hongian o barasiwt neu falŵn, yn drifftio tua'r de-ddwyrain. Roedd yn fawr iawn ac yn uchel iawn."
2001,12,10,18:15,Torfaen,Gwent,-,"Three lights together, that looked like an elongated triangle. The lights were very bright.",,2001,12,10,0.760416667,Torfaen,Gwent,-,"Tri golau gyda'i gilydd, a oedd yn edrych fel triongl hirfain. Roedd y goleuadau yn llachar iawn."
2002,1,9,23:30,Swansea,West Glamorgan,-,"Green, circular object, that was hovering in its position.",,2002,1,9,0.979166667,Abertawe,Gorllewin Morgannwg,-,"Gwrthrych crwn gwyrdd, a oedd yn hofran yn ei safle."
2002,2,24,19:00,Newport,Gwent,-,"One large and three smaller triangular objects seen, with bright red and blue flashing lights.",,2002,2,24,0.791666667,Casnewydd,Gwent,-,"Gwelwyd un gwrthrych mawr a thri gwrthrych trionglog llai o faint, gyda goleuadau coch a glas llachar yn fflachio."
2002,4,8,08:35,Port Talbot,West Glamorgan,-,"One large, round, very bright green object going very fast to the East.",,2002,4,8,0.357638889,Port Talbot,Gorllewin Morgannwg,-,"Un gwrthrych mawr, crwn, gwyrdd llachar iawn yn mynd yn gyflym iawn tua'r Dwyrain."
2002,6,4,03:20,Llansamlet,West Glamorgan,-,"Six objects were seen omitting a bright, white light. They travelled at a slow, steady speed.",,2002,6,4,0.138888889,Llansamlet,Gorllewin Morgannwg,-,"Gwelwyd chwe gwrthrych yn dangos golau llachar, gwyn. Teithion nhw ar gyflymder araf, cyson."
2002,11,2,23:00,Gors-goch,Dyfed,-,Round yellowish light followed by a green light. Went up vertically.,,2002,11,2,0.958333333,Gors-goch,Dyfed,-,Golau crwn melynaidd wedi ei ddilyn gan olau gwyrdd. Aethon nhw i fyny'n fertigol.
2002,11,2,22:58,Llanerchymedd,Gwynedd,-,"One light, the size of a football moving slowly at about 2-3000ft.",,2002,11,2,0.956944444,Llanerchymedd,Gwynedd,-,"Un golau, maint pêl droed yn symud yn araf ar tua 2-3000 troedfedd."
2002,11,28,14:26,Cardiff Docks,South Glamorgan,-,Two sightings over Cardiff docks. The objects were of different colours and were moving up and down.,,2002,11,28,0.601388889,Dociau Caerdydd ,De Morgannwg,-,Dau achos yn nociau Caerdydd. Roedd y gwrthrychau o liwiau gwahanol ac yn symud i fyny ac i lawr.
2003,1,4,21:15,"St Clares, Nr Carmarthen",Dyfed,-,"White object with vivid flashing green, blue and red lights.",,2003,1,4,0.885416667,"Sancler, ger Caerfyrddin",Dyfed,-,"Gwrthrych gwyn gyda goleuadau gwyrdd, glas a choch yn fflachio'n fyw."
2003,1,15,22:10,Cowbridge,South Glamorgan,-,"A large round disc, slightly smaller than the moon. Creamy white then changed green.",,2003,1,15,0.923611111,Y Bontfaen,De Morgannwg,-,"Disg mawr crwn, ychydig yn llai o faint na'r lleuad. Gwyn hufennaidd ac yna trodd yn wyrdd."
2003,3,2,15:54,Pontypridd,Mid-Glamorgan,-,"Strange object, silver and shaped like a dart.",,2003,3,2,0.6625,Pontypridd,Morgannwg Ganol,-,"Gwrthrych rhyfedd, arianlliw ac iddo siâp fel dart."
2003,6,14,21:35,Llandrindod Wells,Powys,-,Very big red light balls hovering. One red light hung smaller and then dropped out.,,2003,6,14,0.899305556,Llandrindod Wells,Powys,-,Peli mawr iawn o olau coch yn hofran. Wnaeth un golau coch hongian yn llai ac yna syrthiodd allan.
2003,7,12,22:05,Rhonda,Mid-Glamorgan,-,"Two round objects with legs, which were black and spinning.",,2003,7,12,0.920138889,Rhonda,Morgannwg Ganol,-,
2003,8,13,22:55,Maesteg,Mid-Glamorgan,-,"Roundish, football shaped. Flashing lights-multi coloured. The lights were on top, then moved around the object.",,2003,8,13,0.954861111,Maesteg,Morgannwg Ganol,-,"Siâp pêl droed crynnaidd. Goleuadau amryliw yn fflachio. Roedd y goleuadau ar y brig, yna symudon nhw o gwmpas y gwrthrych."
2003,8,14,23:09,Newport,Gwent,-,Orange circular object seen. Stayed stationary.,,2003,8,14,0.964583333,Casnewydd,Gwent,-,Gwelwyd gwrthrych oren crwn. Safodd yn ei unfan.
2003,9,24,19:25,Barry,South Glamorgan,-,"Saw an unusual object, falling from a cloud, like it was burning, and was very fast. Was viewed for five minutes.",,2003,9,24,0.809027778,Y Barri,De Morgannwg,-,"Gwelwyd gwrthrych anghyffredin, yn syrthio o gwmwl, fel petai'n llosgi, ac roedd yn gyflym iawn. Cafodd ei wylio am bum munud."
2004,2,18,16:02,Rhyl,Clwyd,-,Large black object over Rhyl.,,2004,2,18,0.668055556,Rhyl,Clwyd,-,Gwrthrych du mawr uwchben y Rhyl.
2004,9,5,15:20,Barry,South Glamorgan,-,"The object was a bright light at first and then looked like a box kite. There was no sound, wings or fuselage.",,2004,9,5,0.638888889,Y Barri,De Morgannwg,-,"Roedd y gwrthrych yn olau llachar ar y dechrau ac yna edrychodd fel barcud blwch. Doedd dim sŵn, adennydd na chorff i'r gwrthrych."
2004,9,7,11:30,Holywell,Flintshire,-,"Two silvery objects, they were pulling apart and moving together and they left vapour trails as they were moving.",,2004,9,7,0.479166667,Treffynnon,Fflint,-,"Dau wrthrych arian, roedden nhw'n tynnu ar wahân ac yn symud at ei gilydd a gadawon nhw lwybrau anwedd wrth iddyn nhw symud."
2004,9,8,20:15,Cardiff,South Glamorgan,-,"Large flash of light which turned into a grey object descending over Cardiff bay, with trailing smoke behind it.",,2004,9,8,0.84375,Caerdydd,De Morgannwg,-,"Fflach fawr o oleuni a drodd yn wrthrych llwyd yn disgyn dros fae Caerdydd, gyda mwg yn dilyn ar ei ôl."
2004,9,24,06:30,Newport,Dyfed/South Wales,-,"One object that looked like a disc, with a tail and was shiny.",,2004,9,24,0.270833333,Casnewydd,Dyfed / De Cymru,-,"Un gwrthrych a edrychodd fel disg, gyda chynffon ac roedd yn sgleiniog."
2005,1,31,05:00,Port Talbot,West Glamorgan,-,"Looked like an orange ball of light, like a big star in the sky and it had spiderish legs.",,2005,1,31,0.208333333,Port Talbot,Gorllewin Morgannwg,-,"Edrychodd fel pêl oren o oleuni, fel seren fawr yn yr awyr ac roedd ganddi goesen tebyg i gopyn."
2005,2,19,19:45,Llangollen,Clwyd,-,A number of orange lights seen in the sky.,,2005,2,19,0.822916667,Llangollen,Clwyd,-,Gwelwyd nifer o oleuadau oren yn yr awyr.
2005,2,20,09:50,Cardiff,South Glamorgan,-,"Bright blue object, that broke into about 3/4 segments and then disappeared.",,2005,2,20,0.409722222,Caerdydd,De Morgannwg,-,"Gwrthrych glas llachar, a dorodd yn rhyw 3/4 segment ac yna diflannu."
2005,3,20,19:35,-,North Wales,-,Just said saw a UFO.,,2005,3,20,0.815972222,,Gogledd Cymru,-,Y cyfan a ddwedwyd oedd bod UFO wedi ei weld.
2005,4,29,-,-,Pembrokeshire,-,"Saw a thing in the sky like a white square box, travelling towards Newport.",,2005,4,29,-,,Sir benfro,-,"Gwelodd beth yn yr awyr fel blwch sgwar, yn teithio tua Chasnewydd."
2005,9,2,21:30,Rhossili Bay,South Wales,-,"A bright object was travelling at high speed, horizontally, West to East. The object was a matt white, which looked like marble.",,2005,9,2,0.895833333,Bae Rhossili,De Cymru,-,"Roedd gwrthrych llachar yn teithio'n gyflym iawn, yn llorweddol, o'r Gorllewin tua'r Dwyrain. Roedd y gwrthrych yn wyn afloyw, a oedd yn edrych fel marmor."
2005,10,26,23:58,-,Wales,-,The object looked like a red ball and was the size of a sixpence. It exploded and the whole sky lit up.,,2005,10,26,0.998611111,,Cymru,-,Edrychodd y gwrthrych fel pêl goch ac roedd tua maint chwecheiniog. Ffrwydrodd gan oleuo'r awyr i gyd.
-,-,-,-,Port Talbot,West Glamorgan,-,Said it looked like a parachute flare.,,-,-,-,-,Port Talbot,Gorllewin Morgannwg,-,Dwedodd ei fod yn edrych fel fflêr parasiwt.
-,-,-,-,Swansea,West Glamorgan,Coastguard,Said it looked like a parachute flare.,,-,-,-,-,Abertawe,Gorllewin Morgannwg,Gwylwyr y Glannau,Dwedodd ei fod yn edrych fel fflêr parasiwt.
-,-,-,-,Briton Ferry,West Glamorgan,-,Just said something was seen in the sky. (Was seen sometime in February 2005).,,-,-,-,-,Llansawel,Gorllewin Morgannwg,-,Y cyfan a ddwedodd oedd bod rhywbeth wedi ei weld yn yr awyr. (Cafodd ei weld rywbryd yn Chwefror 2005).
-,-,-,-,Cardiff,South Wales,-,A UFO. (Seen sometime in 2005).,,-,-,-,-,Caerdydd,De Cymru,-,UFO. (Cafodd ei weld rywbryd yn 2005).
-,-,-,-,Pontyclun,South Wales,-,A UFO. (Seen sometime in 2005).,,-,-,-,-,Pontyclun,De Cymru,-,UFO. (Cafodd ei weld rywbryd yn 2005).
-,-,-,-,Croesyceiliog,Gwent,-,The witness saw five to six white lights flying very fast overhead. They looked a bit like bright stars.,,-,-,-,-,Croesyceiliog,Gwent,-,Gwelodd y tyst bum i chwe golau gwyn yn hedfan yn gyflym iawn uwchben. Roedden nhw'n edrych tipyn bach fel sêr llachar.
-,-,-,22:00,A5,North Wales,-,"Witness saw bright lights dancing in the sky, on the way to Llandudno. (Seen in January 2005).",,-,-,-,0.916666667,A5,Gogledd Cymru,-,"Gwelodd y tyst oleuadau llachar yn dawnsio yn yr awyr, ar y ffordd i Landudno. (Gwelwyd yn Ionawr 2005)."
-,-,-,23:10,Monmouth,Gwent,-,"A flying saucer was seen, while looking out of the bedroom window. (Was seen in October 2005).",,-,-,-,0.965277778,Trefynwy,Gwent,-,"Cafodd soser hedegog ei weld, wrth edrych allan o fenest yr ystafell wely. (Gwelwyd yn Hydref 2005)."
2006,5,8,13:11,St. Tudwal's Islands,Mid-Wales,-,The object looked like a black square hanging in the sky.,,2006,5,8,0.549305556,Ynysoedd Tudwal,Canolbarth Cymru,-,Edrychodd y gwrthrych fel sgwar du yn hongian yn yr awyr.
-,-,-,-,Churchstoke,Powys,-,"The object was disc shaped, with four different colours - blue, green, white and orange. (Seen 2006 - Message taken 3 July 2006).",,-,-,-,-,Yr Ystog,Powys,-,"Roedd y gwrthrych yn siâp disg, gyda phedwar lliw - glas, gwyrdd, gwyn ac oren. (Gwelwyd 2006 - Cymerwyd y neges 3 Gorffennaf 2006)."
2007,1,16,20:45,Llanpumsaint,Carmarthenshire,-,"Ball of light that faded away, then came back again. Orange ball was near the car._x000D_Three red lights were seen moving clockwise.",,2007,1,16,0.864583333,Llanpumsaint,Sir Gaerfyrddin,-,"Pêl o oleuni a bylodd, ac yna daeth yn ôl eto. Roedd pêl oren yn agos at y car._x000D_Gwelwyd tri golau coch yn symud yn glocwedd."
2007,5,29,23:45,Pontrobert/Meiford,Powys,-,Triangular shaped object. About 100ft high/large. Bright green and blue. A second_x000D_object appeared and it had pink pulsating lights.,,2007,5,29,0.989583333,Pontrobert/Meiford,Powys,-,Gwrthrych siâp triongl.Tua 100 troedfedd o uchder/maint. Gwyrdd a glas llachar. Daeth ail_x000D_wrthrych i'r golwg ac roedd ganddo oleuadau pinc yn pwlsadu.
2007,9,1,22:30,Silver Bay/Rhoscolyn,Isle of Anglesey,-,The object looked like a brightly coloured aircraft. The object was moving quite_x000D_fast.,,2007,9,1,0.9375,Silver Bay/Rhoscolyn,Ynys Môn,-,Edrychodd y gwrthrych fel awyren â lliwiau llachar. Roedd y gwrthrych yn symud yn eithaf_x000D_cyflym.
2007,12,8,-,Bryn,West Glamorgan,-,Two clusters of amber/orange and white lights in triangular formations. They_x000D_travelled horizontally in a North Westerly direction. They moved like a cork that_x000D_was bobbing on water.,,2007,12,8,-,Bryn,Gorllewin Morgannwg,-,Dau glwstwr o oleuadau ambr/oren a gwyn mewn patrymau trionglog. Teithion_x000D_nhw'n llorweddol tua chyfeiriad y Gogledd-orllewin. Symudon nhw fel corc a_x000D_oedd yn bobio ar ddŵr.
-,-,-,-,Pontrennau/Cardiff,West Glamorgan,-,A UFO was seen. (UFO was seen sometime in December 2007). (Message taken_x000D_3 January 2008).,,-,-,-,-,Pontrennau/Caerdydd,Gorllewin Morgannwg,-,Gwelwyd UFO. (Gwelwyd yr UFO rywbryd yn Rhagfyr 2007). (Cymerwyd y neges_x000D_3 Ionawr 2008).
-,-,-,23:00,Pontypridd,Mid-Glamorgan,-,"An object which had all these different lights. When the lights flashed, they looked_x000D_like they were different shapes. Then both ends of the object started to flash._x000D_(Seen in Nov 2007 and message taken 3 Jan 2008).",,-,-,-,0.958333333,Pontypridd,Morgannwg Ganol,-,"Gwrthrych ag iddo'r holl oleuadau gwahanol yma. Pan fflachiodd y goleuadau, roedden nhw'n edrych_x000D_petaen nhw'n siapiau gwahanol. Yna dechreuodd dau ben y gwrthrych fflachio._x000D_(Gwelwyd yn Nhach 2007 a chymerwyd y neges 3 Ion 2008)."
-,-,-,-,Whitchurch,West Glamorgan,-,A UFO was seen. (UFO was seen sometime in December 2007). (Message taken_x000D_3 January 2008).,,-,-,-,-,Egwlys Newydd,Gorllewin Morgannwg,-,Gwelwyd UFO. (Gwelwyd yr UFO rywbryd yn Rhagfyr 2007). (Cymerwyd y neges_x000D_3 Ionawr 2008).
-,-,-,-,Cardiff,West Glamorgan,-,"The witness saw spaceships and then said that one of them abducted his dog, car_x000D_and tent when he and some friends were out camping. (Message taken 3 January_x000D_2008 and the UFO was seen sometime in 2007).",,-,-,-,-,Caerdydd,Gorllewin Morgannwg,-,"Gwelodd y tyst longau gofod ac yna dwedodd fod un ohonyn nhw wedi cipio ei gi, ei gar_x000D_a'i babell pan oedd ef ac ychydig o ffrindiau allan yn gwersylla. (Cymerwyd y neges 3 Ionawr_x000D_2008 a gwelwyd yr UFO rywbryd yn 2007)."
-,-,-,-,Cardiff,West Glamorgan,-,A UFO was seen. (UFO was seen sometime in December 2007). (Message taken_x000D_3 January 2008).,,-,-,-,-,Caerdydd,Gorllewin Morgannwg,-,Gwelwyd UFO. (Gwelwyd yr UFO rywbryd yn Rhagfyr 2007). (Cymerwyd y neges_x000D_3 Ionawr 2008).
2008,2,9,18:00,Abertillery,Gwent,-,There was an object in the sky that looked like a glowing red ball. A strange substance like molten metal burst from it as it went overhead. It moved without sound.,,2008,2,9,0.75,Abertyleri,Gwent,-,Roedd gwrthrych yn yr awyr a oedd yn edrych fel pêl goch ddisglair. Ffrwydrodd sylwedd rhyfedd fel metel tawdd ohono wrth iddo fynd uwchben. Symudodd heb unrhyw sŵn.
2008,3,2,23:00,Northop Hall,Flintshire,-,A bright circle shape was seen. It moved_x000D_quickly and was quite erratic in the sky. It shot_x000D_to the left over some houses and then_x000D_disappeared.,,2008,3,2,0.958333333,Neuadd Northop,Fflint,-,Gwelwyd siâp lachar gron. Symudodd_x000D_yn gyflym ac roedd yn eithaf gwibiog yn yr awyr. Neidiodd_x000D_i'r chwith dros nifer o dai ac yna_x000D_diflannodd.
2008,5,19,02:30,Rhydwyn/Caergybi,Isle of Anglesey,-,"A round, bright white object. It was moving_x000D_from SW to NE, and moved slowly and_x000D_quietly.",,2008,5,19,0.104166667,Rhydwyn/Caergybi,Ynys Môn,-,"Gwrthrych crwn, gwyn llachar. Roedd yn symud_x000D_o'r De-orllewin i'r Gogledd-ddwyrain, a symudodd yn araf ac_x000D_yn dawel."
2008,6,6,22:59,Godrer Aran/Llanuwchllyn,Gwynedd,-,Two orange lights were seen. They were fast_x000D_moving. One moved to the East to Bala and_x000D_the other one climbed vertically.,,2008,6,6,0.957638889,Godrer Aran/Llanuwchllyn,Gwynedd,-,Gwelwyd dau olau oren. Roedden nhw'n symud_x000D_yn gyflym. Symudodd un tua'r Dwyrain i'r Bala a dringodd_x000D_y llall yn fertigol.
2008,6,23,23:10,Barry,Vale of Glamorgan,-,Eleven objects in the sky.,,2008,6,23,0.965277778,Y Barri,Bro Morgannwg,-,Unarddeg o wrthrychau yn yr awyr.
2008,7,27,16:30,Pontypridd,Mid Glamorgan,-,An object was travelling at high speed. It_x000D_appeared to be round like a football. It was_x000D_travelling from South East to North East. It_x000D_then disappeared.,,2008,7,27,0.6875,Pontypridd,Morgannwg Ganol,-,Roedd gwrthrych yn teithio yn gyflym iawn. Roedd ei olwg_x000D_yn grwn fel pêl droed. Roedd yn_x000D_teithio o'r De-ddwyrain tua'r Gogledd-ddwyrain. Yna_x000D_diflannodd.
2008,8,3,22:00,Barry,Glamorgan,-,Three UFOs or something.,,2008,8,3,0.916666667,Y Barri,Morgannwg,-,Tri UFO neu rywbeth.
2008,8,15,21:10,Argoed,West Glamorgan,-,"Three bright orange lights/objects in the sky,_x000D_about a mile away. One of the objects was_x000D_black and disc shaped. It moved quick and_x000D_was silent.",,2008,8,15,0.881944444,Argoed,Gorllewin Morgannwg,-,"Tri golau/gwrthrych oren llachar yn yr awyr,_x000D_tua milltir i ffwrdd. Roedd un o'r gwrthrychau yn_x000D_ddu ac roedd iddo siâp disg. Symudodd yn gyflym ac_x000D_roedd yn ddistaw."
2008,10,14,-,Swansea,West Glamorgan,-,"There was a continual orange, strange shapein the sky. There was a very odd light too.",,2008,10,14,-,Abertawe,Gorllewin Morgannwg,-,"Roedd siâp oren cyson, rhyfedd yn yr awyr. Roedd goleuni od iawn hefyd."
2008,10,29,-,Erbistock/Wrexham,Clwyd,-,An unusual sighting.,,2008,10,29,-,Erbistog/Wrecsam,Clwyd,-,Achos anghyffredin.
2008,12,1,21:30,Village of Llangwm,Pembrokeshire,-,"A very bright light, which had a long white tail._x000D_It then shot across the sky and the whole field_x000D_was lit up. The light then began to break up.",,2008,12,1,0.895833333,Pentref Llangwm,Sir benfro,-,"Golau llachar iawn, ag iddo gynffon wen hir._x000D_Yna saethodd dros yr awyr a chafodd y cae_x000D_cyfan ei oleuo. Yna dechreuodd y golau ymddatod."
2008,12,26,02:30,Old Colwyn,North wales,-,"Bigger than a helicopter, 250 metres up,_x000D_silent, with something like a bar coming off it._x000D_30 seconds later flew off over the sea followed_x000D_closely by a helicopter",,2008,12,26,0.104166667,Hen Colwyn,Gogledd Cymru,-,"Mwy o faint na hofrennydd, 250 metr i fyny,_x000D_distaw, gyda rhywbeth fel bar yn dod oddi arno._x000D_30 eiliad yn hwyrach hedodd i ffwrdd dros y môr wedi ei ddilyn_x000D_yn agos gan hofrennydd"
-,-,-,-,Cardiff,West Glamorgan,-,A UFO. (Message taken 10 January 2008).,,-,-,-,-,Caerdydd,Gorllewin Morgannwg,-,UFO. (Cymerwyd y neges 10 Ionawr 2008).
-,-,-,21:05,Caerleon/Newport,Gwent,-,Two balls of fire were hovering in the sky.They then elevated up and shot off into thedistance. (Message taken 12 May 2008).,,-,-,-,0.878472222,Caerleon/Casnewydd,Gwent,-,Roedd dwy bêl o dân yn hofran yn yr awyr.Yna codon nhw a saethu i ffwrdd i'rpellter. (Cymerwyd y neges 12 Mai 2008).
-,-,-,01:45,Newport,Gwent,-,A single object. (Message taken 28 July2008).,,-,-,-,0.072916667,Casnewydd,Gwent,-,Gwrthrych unigol. (Cymerwyd y neges 28 Gorffennaf2008).
-,-,-,-,Swansea,Glamorgan,-,A UFO. (Message taken 11 August 2008).,,-,-,-,-,Abertawe,Morgannwg,-,UFO. (Cymerwyd y neges 11 Awst 2008).
-,-,-,23:00,Haverfordwest,Pembrokeshire,-,A UFO. (Message taken 8 September 2008).,,-,-,-,0.958333333,Hwlffordd,Sir benfro,-,A UFO. (Cymerwyd y neges 8 Medi 2008).
-,-,-,-,Neath,Neath & Port Talbot,-,Three glowing objects. The objects weremoving towards the witness and then movedstraight up into the sky. (Message taken 14October 2008).,,-,-,-,-,Castell Nedd,"
Castell-nedd a Phort Talbot",-,Tri gwrthrych yn disgleirio. Roedd y gwrthrychau'n symudtuag at y tyst ac yna symudonnhw'n syth i fyny i'r awyr. (Cymerwyd y neges 14Hydref 2008).
